ID,Name,Description,Category ID,Category Name,Price,Available,Image URL,Popular,Preparation Time,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
cat-15-d-ni-z-m-hsullari--6-i-spanaqli-qizil-baliq,Spinach Red Mullet ,,cat-15-d-ni-z-m-hsullari-,Seafood,33,1,/spinner.svg,0,15,Spinach Red Mullet ,İspanaqlı Qızıl Balıq,Шпинат Красная Кефаль,Ispanaklı Barbunya,السبانخ البوري الأحمر,पालक लाल मुलेट,Rouget aux épinards,Spinaci e triglie,Red mullet served on bed of spinach,Kefal ispanaq yatağında verilir,Барабулька подается на подушке из шпината,Ispanak yatağında servis edilen barbunya balığı,البوري الأحمر يقدم على طبقة من السبانخ,पालक के बिस्तर पर परोसा गया लाल मुलेट,Rougets servis sur un lit d'épinards,Triglia di scoglio servita su letto di spinaci,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-6-adana-kabab,Adana Kebab ,,cat-4-kabablar,Kebabs,22,1,/spinner.svg,0,15,Adana Kebab ,Adana Kabab,Адана Кебаб,Adana Kebap,كباب أضنة,अडाना कबाब,Kebab d'Adana,Adana Kebab,Spicy ground lamb kebab from Turkish tradition,Türk ənənəsindən ədviyyatlı qiymə quzu kababı,Острый шашлык из баранины по турецкой традиции,Türk geleneğinden baharatlı kıyma kebabı,كباب لحم الضأن المفروم الحار من التقاليد التركية,तुर्की परंपरा से मसालेदार ग्राउंड मेमने कबाब,Brochette d'agneau haché épicée de tradition turque,Kebab di agnello macinato piccante della tradizione turca,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-1-l-l--kabab,Lula Kebab ,,cat-4-kabablar,Kebabs,22,1,/spinner.svg,0,15,Lula Kebab ,Lülə Kabab,Люля-кебаб,Lula Kebab,لولا كباب,लूला कबाब,Lula Kebab,Lula Kebab,Seasoned ground meat grilled on skewers,Şişlər üzərində qızardılmış ədviyyatlı qiymə ət,"Приправленный фарш, приготовленный на гриле на шампурах",Şişte ızgara edilmiş baharatlı kıyma,لحم مفروم متبل مشوي على أسياخ,मसालेदार पिसा हुआ मांस सीखों पर भूना हुआ,Viande hachée assaisonnée grillée sur des brochettes,Carne macinata condita e grigliata su spiedini,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-8-n-r--baliq-sarma,Grouper Fish Wrap ,,cat-4-kabablar,Kebabs,33,1,/spinner.svg,0,15,Grouper Fish Wrap ,Nərə Balıq Sarma,Обертка из рыбы-групера,Lagos Balığı Sarma,لفائف سمك الهامور,ग्रूपर मछली लपेटें,Wrap au mérou,Involtino di cernia,Grilled grouper wrapped in lavash bread,Lavaş çörəyinə bükülmüş qril qabığı,"Жареный окунь, завернутый в лаваш",Lavaş ekmeğine sarılı ızgara lagos,سمك الهامور المشوي ملفوفًا في خبز اللافاش,ग्रिल्ड ग्रूपर को लावाश ब्रेड में लपेटा गया,Mérou grillé enveloppé dans du pain lavash,Cernia alla griglia avvolta nel pane lavash,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-4-qari-iq-kabab,Mixed Kebab ,,cat-4-kabablar,Kebabs,24,1,/spinner.svg,0,15,Mixed Kebab ,Qarışıq Kabab,Смешанный кебаб,Karışık Kebap,كباب مشكل,मिश्रित कबाब,Kebab mixte,Kebab misto,Variety of grilled meats on one platter,Bir boşqabda müxtəlif qril ətləri,Разнообразие жареного мяса на одном блюде,Bir tepside çeşitli ızgara etler,مجموعة متنوعة من اللحوم المشوية على طبق واحد,एक ही प्लेट पर विभिन्न प्रकार के ग्रिल्ड मीट,Variété de viandes grillées sur un seul plateau,Varietà di carni alla griglia su un unico piatto,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-3-quzu-qabir-alari,Lamb Ribs ,,cat-4-kabablar,Kebabs,23,1,/spinner.svg,0,15,Lamb Ribs ,Quzu Qabırğaları,Ребрышки ягненка,Kuzu kaburga,أضلاع لحم الضأن,मेमने की पसलियाँ,Côtes d'agneau,Costine di agnello,Tender lamb ribs with aromatic spices,Aromatik ədviyyatlarla yumşaq quzu qabırğaları,Нежные бараньи ребрышки с ароматными специями,Aromatik baharatlarla yumuşak kuzu kaburgaları,أضلاع لحم الضأن الطرية مع التوابل العطرية,सुगंधित मसालों के साथ कोमल मेमने की पसलियाँ,Côtes d'agneau tendres aux épices aromatiques,Tenerissime costolette di agnello con spezie aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-7-sultan-kababi,Sultan Kebab ,,cat-4-kabablar,Kebabs,121,1,/spinner.svg,0,15,Sultan Kebab ,Sultan Kababı,Султан Кебаб,Sultan Kebab,كباب السلطان,सुल्तान कबाब,Sultan Kebab,Sultan Kebab,Premium mixed meat kebab fit for royalty,Premium qarışıq ət kababı qonorar üçün uyğundur,"Премиальный шашлык из смешанного мяса, достойный королевской семьи",Kraliyet ailesine layık birinci sınıf karışık et kebap,كباب لحم مشكل فاخر يناسب الملوك,प्रीमियम मिश्रित मांस कबाब राजसी लोगों के लिए उपयुक्त,Kebab de viande mixte haut de gamme digne de la royauté,Kebab di carne mista premium degno della regalità,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-2-toyuq-kababi,Chicken Kebab ,,cat-4-kabablar,Kebabs,19,1,/spinner.svg,0,15,Chicken Kebab ,Toyuq Kababı,Куриный шашлык,Tavuk Kebabı,كباب دجاج,चिकन कबाब,Brochette de poulet,Kebab di pollo,Marinated chicken pieces grilled to perfection,Marine edilmiş toyuq parçaları mükəmməlliyə qədər qızardılır,"Маринованные кусочки курицы, идеально приготовленные на гриле",Marine edilmiş tavuk parçaları mükemmel bir şekilde ızgara edilmiş,قطع دجاج متبلة مشوية على درجة الكمال,मैरिनेट किए हुए चिकन के टुकड़ों को परफेक्ट तरीके से ग्रिल किया गया,Morceaux de poulet marinés et grillés à la perfection,Pezzi di pollo marinati e grigliati alla perfezione,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-4-kabablar-5-ti-k--kababi,Tikka Kebab ,,cat-4-kabablar,Kebabs,22,1,/spinner.svg,0,15,Tikka Kebab ,Tikə Kababı,Тикка-кебаб,Tikka Kebab,كباب تيكا,टिक्का कबाब,Tikka Kebab,Tikka Kebab,Spiced meat cubes with traditional seasonings,Ənənəvi ədviyyatlarla ədviyyatlı ət kubları,Пряные мясные кубики с традиционными приправами,Geleneksel baharatlarla baharatlı et küpleri,مكعبات لحم متبلة بالبهارات التقليدية,पारंपरिक मसालों के साथ मसालेदार मांस के टुकड़े,Cubes de viande épicés aux assaisonnements traditionnels,Cubetti di carne speziati con condimenti tradizionali,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-9-beef-noodles,Beef Noodles ,,cat-6-pastalar,Pasta,19,1,/spinner.svg,0,15,Beef Noodles ,Mal Əti Makarnası,Говяжья лапша,dana eriştesi,نودلز لحم البقر,बीफ नूडल्स,Nouilles au bœuf,Tagliatelle di manzo,Stir-fried noodles with tender beef strips,Yumşaq mal əti zolaqları ilə qızardılmış əriştə,Жареная лапша с нежными полосками говядины,Yumuşak dana şeritleriyle sotelenmiş erişte,نودلز مقلية مع شرائح لحم بقري طرية,नरम बीफ स्ट्रिप्स के साथ तले हुए नूडल्स,Nouilles sautées avec des lanières de bœuf tendres,Noodles saltati in padella con teneri striscioline di manzo,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-7-chicken-noodles,Chicken Noodles ,,cat-6-pastalar,Pasta,17,1,/spinner.svg,0,15,Chicken Noodles ,Toyuq Makarnası,Куриная лапша,Tavuk eriştesi,نودلز الدجاج,चिकन के नूडल ,Nouilles au poulet,Tagliatelle di pollo,Asian-style noodles with chicken pieces,Toyuq parçaları ilə Asiya üslubunda əriştə,Лапша в азиатском стиле с кусочками курицы,Tavuk parçalı Asya usulü erişte,نودلز على الطريقة الآسيوية مع قطع الدجاج,चिकन के टुकड़ों के साथ एशियाई शैली के नूडल्स,Nouilles à l'asiatique avec morceaux de poulet,Noodles in stile asiatico con pezzi di pollo,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-6-d-ni-z-m-hsullu-fettu-i-ni-,Seafood Fettuccine ,,cat-6-pastalar,Pasta,18.5,1,/spinner.svg,0,15,Seafood Fettuccine ,Dəniz Məhsullu Fettuçini,Феттучини с морепродуктами,Deniz Mahsullü Fettuccine,فيتوتشيني المأكولات البحرية,समुद्री भोजन फेटुकाइन,Fettuccine aux fruits de mer,Fettuccine ai frutti di mare,Creamy pasta with mixed seafood,Qarışıq dəniz məhsulları ilə qaymaqlı makaron,Сливочная паста с морепродуктами,Karışık deniz mahsullü kremalı makarna,معكرونة كريمية مع مأكولات بحرية مشكلة,मिश्रित समुद्री भोजन के साथ मलाईदार पास्ता,Pâtes crémeuses aux fruits de mer,Pasta cremosa con frutti di mare misti,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-3-fettu-i-ni--alfredo,Fettuccine Alfredo ,,cat-6-pastalar,Pasta,18.5,1,/spinner.svg,0,15,Fettuccine Alfredo ,Fettuçini Alfredo,Феттучини Альфредо,Fettuccine Alfredo,فيتوتشيني ألفريدو,फेटूसिन अल्फ्रेडो ,Fettuccine Alfredo,Fettuccine Alfredo,Classic pasta in rich cream sauce,Zəngin krem ​​sousunda klassik makaron,Классическая паста в густом сливочном соусе,Zengin krema soslu klasik makarna,معكرونة كلاسيكية في صلصة كريمة غنية,क्रीम सॉस में क्लासिक पास्ता,Pâtes classiques dans une sauce crémeuse riche,Pasta classica in salsa cremosa e ricca,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-4-manti,Manti ,,cat-6-pastalar,Pasta,14,1,/spinner.svg,0,15,Manti ,Manti,Манты,Mantı,مانتي,मंती,Manti,Manti,Turkish dumplings with yogurt and garlic sauce,Qatıq və sarımsaq sousu ilə türk köftəsi,Турецкие пельмени с йогуртом и чесночным соусом,Yoğurtlu ve sarımsaklı soslu Türk mantısı,الزلابية التركية مع صلصة الزبادي والثوم,दही और लहसुन की चटनी के साथ तुर्की पकौड़ी,Raviolis turcs au yaourt et sauce à l'ail,Ravioli turchi con salsa allo yogurt e all'aglio,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-2-penne-arabi-ata,Penne Arrabbiata ,,cat-6-pastalar,Pasta,15.5,1,/spinner.svg,0,15,Penne Arrabbiata ,Penne Arabiyata,Пенне Аррабиата,Penne arrabbiata,بيني أرابياتا,पेने अर्राबियाटा,Penne Arrabbiata,Penne all'arrabbiata,Penne pasta in spicy tomato sauce,Acılı pomidor sousunda penne pastası,Паста Пенне в остром томатном соусе,Baharatlı domates soslu penne makarna,مكرونة بيني في صلصة الطماطم الحارة,मसालेदार टमाटर सॉस में पेनी पास्ता,Penne à la sauce tomate épicée,Penne al sugo piccante di pomodoro,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-10-salmon-papardella,Salmon Pappardelle ,,cat-6-pastalar,Pasta,19.5,1,/spinner.svg,0,15,Salmon Pappardelle ,Qızılbalıqlı Papardella,Лосось Паппарделле,Somon Pappardelle,بابارديل السلمون,सैल्मन पैपरडेल,Pappardelle au saumon,Pappardelle al salmone,Wide pasta ribbons with fresh salmon,Təzə qızılbalıq ilə geniş makaron lentləri,Широкие ленты пасты со свежим лососем,Taze somonlu geniş makarna şeritleri,شرائط المعكرونة العريضة مع سمك السلمون الطازج,ताजा सामन के साथ चौड़े पास्ता रिबन,Larges rubans de pâtes au saumon frais,Larghi nastri di pasta al salmone fresco,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-8-shrimps-noodles,Shrimp Noodles ,,cat-6-pastalar,Pasta,19,1,/spinner.svg,0,15,Shrimp Noodles ,Krevetka Makarnası,Лапша с креветками,Karidesli erişte,نودلز الروبيان,झींगा नूडल्स,Nouilles aux crevettes,Spaghetti di gamberi,Stir-fried noodles with succulent shrimp,Şirəli karides ilə qızardılmış əriştə,Жареная лапша с сочными креветками,Sulu karidesli sotelenmiş erişte,نودلز مقلية مع روبيان شهي,रसीले झींगे के साथ तले हुए नूडल्स,Nouilles sautées aux crevettes succulentes,Noodles saltati in padella con gamberi succulenti,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-1-spaqetti--bolonez,Spaghetti Bolognese ,,cat-6-pastalar,Pasta,18,1,/spinner.svg,0,15,Spaghetti Bolognese ,Spaqetti Bolonez,Спагетти Болоньезе,Spagetti Bolonez,سباغيتي بولونيز,स्पेगेटी बोलोग्नीज़,Spaghetti bolognaise,Spaghetti alla bolognese,Classic pasta with meat sauce,Ət sousu ilə klassik makaron,Классическая паста с мясным соусом,Et soslu klasik makarna,معكرونة كلاسيكية مع صلصة اللحم,मांस सॉस के साथ क्लासिक पास्ता,Pâtes classiques à la sauce à la viande,Pasta classica al ragù,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-6-pastalar-5-toyuqlu-penna,Chicken Penne ,,cat-6-pastalar,Pasta,16.4,1,/spinner.svg,0,15,Chicken Penne ,Toyuqlu Penne,Куриный пенне,Tavuklu Penne,بيني الدجاج,चिकन पेन्ने,Penne au poulet,Penne al pollo,Penne pasta with grilled chicken pieces,Qızardılmış toyuq parçaları ilə penne makaron,Паста пенне с кусочками курицы на гриле,Izgara tavuk parçalı penne makarna,معكرونة بيني مع قطع دجاج مشوية,ग्रिल्ड चिकन के टुकड़ों के साथ पेन्ने पास्ता,Pâtes penne aux morceaux de poulet grillés,Penne con pezzi di pollo alla griglia,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-2-alaturka,Ala Turka ,,cat-2-pi-zzalar,Pizza,21,1,https://cdn.cafetap.az/storage/images/7xCl2l26NE3OUBi4dZ771N4RlnfMhMSiyiHF0ojK2F4rZjYrtc.jpeg,0,15,Ala Turka ,Ala Turka,Ала Турка,Ala Turka,علاء توركا,अला तुर्का,Ala Turka,Ala Turka,Turkish-style pizza with local ingredients,Yerli inqrediyentlərlə türk üslubunda pizza,Пицца по-турецки из местных ингредиентов,Yerel malzemelerle hazırlanan Türk usulü pizza,بيتزا على الطريقة التركية بمكونات محلية,स्थानीय सामग्री से बना तुर्की शैली का पिज़्ज़ा,Pizza à la turque avec des ingrédients locaux,Pizza in stile turco con ingredienti locali,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-4-appetito,Appetito ,,cat-2-pi-zzalar,Pizza,21,1,https://cdn.cafetap.az/storage/images/YwU5hwRRnyxjwHYwezqXY1ByLlvndM7UxLtu3zFuR6VaahmTEB.jpeg,0,15,Appetito ,Appetito,Аппетито,İştah,شهية,भूख,Appétit,Appetito,Gourmet pizza with mixed premium toppings,Qarışıq premium əlavələrlə gurme pizza,Пицца для гурманов с начинками премиум-класса,Karışık birinci sınıf malzemelerle gurme pizza,بيتزا فاخرة مع إضافات مميزة متنوعة,मिश्रित प्रीमियम टॉपिंग के साथ स्वादिष्ट पिज्जा,Pizza gastronomique avec garnitures premium mixtes,Pizza gourmet con condimenti misti premium,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-6-bbq,Bbq ,,cat-2-pi-zzalar,Pizza,22,1,https://cdn.cafetap.az/storage/images/lRHXchLp9CbY3HyRqpQ6YoH8Gc2bDYVme6RNItLdNMeS8wIR5t.jpeg,0,15,Bbq ,BBQ,Барбекю,Barbekü,شواء,बीबीक्यू,Barbecue,Barbecue,Barbecue chicken pizza with smoky sauce,Dumanlı souslu barbekü toyuq pizzası,Пицца с курицей барбекю и дымным соусом,Dumanlı soslu barbekü tavuklu pizza,بيتزا دجاج مشوي مع صلصة مدخنة,स्मोकी सॉस के साथ बारबेक्यू चिकन पिज़्ज़ा,Pizza au poulet barbecue avec sauce fumée,Pizza al pollo barbecue con salsa affumicata,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-5-buratta,Burrata ,,cat-2-pi-zzalar,Pizza,23,1,https://cdn.cafetap.az/storage/images/YsfLfG8ezLOvVIAUaPIrDa6Tb4iYpGEHyAvtXk9YRsPhn5xbhs.jpeg,0,15,Burrata ,Burrata,Буррата,Burrata,بوراتا,बुराटा,Burrata,Burrata,Pizza topped with creamy burrata cheese,Pizza qaymaqlı burrata pendiri ilə örtülmüşdür,Пицца с кремовым сыром буррата,Kremalı burrata peyniriyle kaplı pizza,بيتزا مغطاة بجبنة بوراتا الكريمية,क्रीमी बुराटा चीज़ से सजा पिज़्ज़ा,Pizza garnie de fromage burrata crémeux,Pizza condita con cremoso formaggio burrata,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-14-caesar,Caesar ,,cat-2-pi-zzalar,Pizza,21.5,1,https://cdn.cafetap.az/storage/images/2ta5Ejn1ImSXD5ZP82pxOTeQT2gSG5ZbjUGMU7ZQ28aVkgnF2Y.jpeg,0,15,Caesar ,Caesar,Цезарь,Sezar,قيصر,सीज़र,César,Cesare,Pizza inspired by Caesar salad flavors,Sezar salatının dadlarından ilhamlanan pizza,"Пицца, вдохновленная вкусами салата «Цезарь»",Sezar salatası lezzetlerinden esinlenen pizza,بيتزا مستوحاة من نكهات سلطة سيزر,सीज़र सलाद के स्वाद से प्रेरित पिज़्ज़ा,Pizza inspirée des saveurs de la salade César,Pizza ispirata ai sapori dell'insalata Cesare,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-10-caprese,Caprese ,,cat-2-pi-zzalar,Pizza,20,1,https://cdn.cafetap.az/storage/images/JqraNrBsC1XxgV20bh7l4LojKfqJVVPrGK2tuNg6M0wYd47jGk.jpeg,0,15,Caprese ,Caprese,Капрезе,Kaprese,كابريزي,कैप्रीज़,Caprese,Caprese,"Fresh mozzarella, tomato, and basil pizza","Təzə mozzarella, pomidor və reyhan pizza","Пицца со свежей моцареллой, помидорами и базиликом","Taze mozzarella, domates ve fesleğenli pizza",بيتزا موزاريلا طازجة وطماطم وريحان,"ताज़ा मोज़ारेला, टमाटर और तुलसी पिज़्ज़ा","Pizza à la mozzarella fraîche, aux tomates et au basilic","Pizza fresca con mozzarella, pomodoro e basilico",2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-8-chicken,Chicken ,,cat-2-pi-zzalar,Pizza,19.9,1,https://cdn.cafetap.az/storage/images/oQ7AoB7leNZBp0NrVVhDxTCTVplzcgzhwqFuEac4URiJUr2Qqh.jpeg,0,15,Chicken ,Chicken,Курица ,Tavuk ,فرخة ,मुर्गा ,Poulet ,Pollo ,Grilled chicken pizza with herbs,Otlar ilə qızardılmış toyuq pizza,Пицца с курицей на гриле и травами,Otlu ızgara tavuk pizza,بيتزا دجاج مشوي مع أعشاب,जड़ी-बूटियों के साथ ग्रिल्ड चिकन पिज़्ज़ा,Pizza au poulet grillé aux herbes,Pizza al pollo grigliato con erbe aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-9-chicken-bbq,Chicken Bbq ,,cat-2-pi-zzalar,Pizza,20.5,1,https://cdn.cafetap.az/storage/images/OaDTn1iF8rpnkz3qbPC1wsToyc9lT5dcl9fDvKNMdY2I0U11eR.jpeg,0,15,Chicken Bbq ,Chicken BBQ,Куриный шашлык,Tavuk barbekü,دجاج مشوي,चिकन बीबीक्यू,Poulet BBQ,Pollo al barbecue,Chicken pizza with barbecue sauce,Barbekü sousu ilə toyuq pizzası,Куриная пицца с соусом барбекю,Barbekü soslu tavuk pizza,بيتزا دجاج مع صلصة باربيكيو,बारबेक्यू सॉस के साथ चिकन पिज़्ज़ा,Pizza au poulet avec sauce barbecue,Pizza al pollo con salsa barbecue,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-1-gamberetti,Gamberetti ,,cat-2-pi-zzalar,Pizza,23,1,https://cdn.cafetap.az/storage/images/VY3KgOsCshndhQii9rf4KLakR5VfcimwEh1WBHTBaqkJS1ndbQ.jpeg,0,15,Gamberetti ,Gamberetti,Гамберетти,Gamberetti,غامبيريتي,गाम्बरेट्टी,Gamberetti,Gamberetti,Shrimp pizza with garlic and herbs,Sarımsaq və göyərti ilə karides pizza,"Пицца с креветками, чесноком и травами",Sarımsaklı ve otlu karides pizzası,بيتزا الروبيان بالثوم والأعشاب,लहसुन और जड़ी बूटियों के साथ झींगा पिज्जा,Pizza aux crevettes à l'ail et aux herbes,Pizza di gamberi con aglio ed erbe aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-20-italiano,Italiano ,,cat-2-pi-zzalar,Pizza,22,1,https://cdn.cafetap.az/storage/images/SSFPM2Po0opnNNUlyiczGQuIYtoq04nVzMkhe8qJpemNDC34Vl.jpeg,0,15,Italiano ,Italiano,Итальяно,İtalyanca,إيطالي,इतालवी,italien,Italiano,Classic Italian pizza with traditional toppings,Ənənəvi əlavələrlə klassik italyan pizzası,Классическая итальянская пицца с традиционной начинкой,Geleneksel malzemelerle hazırlanan klasik İtalyan pizzası,بيتزا إيطالية كلاسيكية مع إضافات تقليدية,पारंपरिक टॉपिंग के साथ क्लासिक इतालवी पिज़्ज़ा,Pizza italienne classique avec garnitures traditionnelles,Pizza italiana classica con condimenti tradizionali,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-12-kavurma,Kavurma ,,cat-2-pi-zzalar,Pizza,23,1,https://cdn.cafetap.az/storage/images/bYaGeX76fsxzHju83Q9Ipmy3RaJ5kksZwja8fHBxhUPSP6jK2o.jpeg,0,15,Kavurma ,Kavurma,Кавурма,Kavurma,كافورما,कवुर्मा,Kavurma,Kavurma,Turkish roasted meat pizza,Türk qovrulmuş ətli pizza,Турецкая пицца с жареным мясом,Türk usulü etli pizza,بيتزا اللحم المشوي التركي,तुर्की भुना हुआ मांस पिज्जा,Pizza turque à la viande rôtie,Pizza turca con carne arrosto,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-19-margarita,Margherita ,,cat-2-pi-zzalar,Pizza,19,1,https://cdn.cafetap.az/storage/images/IUAbVnFecRRGRgApGjaGH5ldc0gKTVapKBanZMw2N13LeBCwNu.jpeg,0,15,Margherita ,Marqarita,Маргарита,Margarita,مارغريتا,मार्गेरिटा,Marguerite,Margherita,"Classic pizza with tomato, mozzarella, and basil","Pomidor, mozzarella və reyhan ilə klassik pizza","Классическая пицца с томатами, моцареллой и базиликом","Domates, mozzarella ve fesleğenli klasik pizza",بيتزا كلاسيكية مع الطماطم والموزاريلا والريحان,"टमाटर, मोज़ारेला और तुलसी के साथ क्लासिक पिज़्ज़ा","Pizza classique avec tomate, mozzarella et basilic","Pizza classica con pomodoro, mozzarella e basilico",2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-18-mexicano,Mexicano ,,cat-2-pi-zzalar,Pizza,19.5,1,https://cdn.cafetap.az/storage/images/L82sLtkasBU0sGuEb9wmX2z3TKXl6cGLcVGGOB3hZQLTZojSn9.jpeg,0,15,Mexicano ,Mexicano,Мексикано,Meksikalı,مكسيكي,मैक्सिकनो,Mexicain,Messicano,Spicy pizza with Mexican-inspired toppings,Meksikadan ilhamlanmış əlavələrlə ədviyyatlı pizza,Острая пицца с начинкой в ​​мексиканском стиле,Meksika esintili soslarla baharatlı pizza,بيتزا حارة مع إضافات مستوحاة من المطبخ المكسيكي,मैक्सिकन प्रेरित टॉपिंग के साथ मसालेदार पिज़्ज़ा,Pizza épicée avec garnitures d'inspiration mexicaine,Pizza piccante con condimenti di ispirazione messicana,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-2-pi-zzalar-7-mix,Mix ,,cat-2-pi-zzalar,Pizza,20.5,1,https://cdn.cafetap.az/storage/images/M6fOmFFB3mnHCwt7WZJrg1sUXKRDN0PJO0bIRA0dOqYC5yHmax.jpeg,0,15,Mix ,Mix,Смешать,Karışım ,مزيج,मिक्स,Mélanger,Mescolare,Combination pizza with various toppings,Müxtəlif əlavələrlə qarışığı pizza,Комбинированная пицца с различными начинками,Çeşitli malzemelerle kombine pizza,بيتزا مشتركة مع إضافات متنوعة,विभिन्न टॉपिंग के साथ संयोजन पिज़्ज़ा,Pizza combinée avec différentes garnitures,Pizza combinata con vari condimenti,2025-05-08 14:33:57,2025-05-08 14:33:57
